"","sample","module_number","module","ID","Pathway","N","DE","P.DE","type"
"502","L10_int","39","salmon","path:gga00051","Fructose and mannose metabolism",34,2,0.00934405416660417,"KEGGPath"
"503","L10_int","39","salmon","path:gga00010","Glycolysis / Gluconeogenesis",47,2,0.0173748815828804,"KEGGPath"
"504","L10_int","39","salmon","path:gga04540","Gap junction",79,2,0.0453896161932956,"KEGGPath"
"505","L10_int","40","sienna3","path:gga04261","Adrenergic signaling in cardiomyocytes",124,3,0.00140372916390666,"KEGGPath"
"506","L10_int","40","sienna3","path:gga04260","Cardiac muscle contraction",60,2,0.00522313740791815,"KEGGPath"
"507","L10_int","41","skyblue","path:gga04371","Apelin signaling pathway",113,3,0.00152309244680768,"KEGGPath"
"508","L10_int","41","skyblue","path:gga04540","Gap junction",79,2,0.0111930228846163,"KEGGPath"
"509","L10_int","42","skyblue3","path:gga04080","Neuroactive ligand-receptor interaction",295,3,0.0123072335136697,"KEGGPath"
"510","L10_int","42","skyblue3","path:gga04020","Calcium signaling pathway",199,2,0.042602228266122,"KEGGPath"
"511","L10_int","43","steelblue","path:gga03250","Viral life cycle - HIV-1",49,2,0.00443572896739008,"KEGGPath"
"512","L10_int","43","steelblue","path:gga04810","Regulation of actin cytoskeleton",188,3,0.00640527999155674,"KEGGPath"
"513","L10_int","43","steelblue","path:gga04520","Adherens junction",69,2,0.00863002224704457,"KEGGPath"
"514","L10_int","43","steelblue","path:gga04210","Apoptosis",114,2,0.022400436506219,"KEGGPath"
"515","L10_int","43","steelblue","path:gga05164","Influenza A",114,2,0.022400436506219,"KEGGPath"
"516","L10_int","43","steelblue","path:gga04145","Phagosome",125,2,0.0265866386122809,"KEGGPath"
"517","L10_int","43","steelblue","path:gga04530","Tight junction",135,2,0.0306461066566609,"KEGGPath"
"518","L10_int","43","steelblue","path:gga00062","Fatty acid elongation",23,1,0.0458830063797304,"KEGGPath"
"519","L10_int","43","steelblue","path:gga04510","Focal adhesion",174,2,0.0485903472061773,"KEGGPath"
"520","L10_int","44","tan","path:gga04020","Calcium signaling pathway",199,6,0.00029781059925846,"KEGGPath"
"521","L10_int","44","tan","path:gga04540","Gap junction",79,3,0.00573210812103401,"KEGGPath"
"522","L10_int","44","tan","path:gga04144","Endocytosis",221,4,0.0187614492813135,"KEGGPath"
"523","L10_int","44","tan","path:gga04261","Adrenergic signaling in cardiomyocytes",124,3,0.0194340516006983,"KEGGPath"
"524","L10_int","44","tan","path:gga04010","MAPK signaling pathway",240,4,0.0245276111900069,"KEGGPath"
"525","L10_int","44","tan","path:gga04260","Cardiac muscle contraction",60,2,0.0311232622841496,"KEGGPath"
"526","L10_int","44","tan","path:gga04510","Focal adhesion",174,3,0.046066482075092,"KEGGPath"
"527","L10_int","44","tan","path:gga04012","ErbB signaling pathway",76,2,0.0478333570769752,"KEGGPath"
"528","L10_int","46","turquoise","path:gga04512","ECM-receptor interaction",67,11,2.65072105860836e-08,"KEGGPath"
"529","L10_int","46","turquoise","path:gga04510","Focal adhesion",174,16,9.50783161490842e-08,"KEGGPath"
"530","L10_int","46","turquoise","path:gga04270","Vascular smooth muscle contraction",109,10,2.61107346430909e-05,"KEGGPath"
"531","L10_int","46","turquoise","path:gga04810","Regulation of actin cytoskeleton",188,10,0.00213021388891259,"KEGGPath"
"532","L10_int","46","turquoise","path:gga04010","MAPK signaling pathway",240,10,0.0115725871324333,"KEGGPath"
"533","L10_int","46","turquoise","path:gga04020","Calcium signaling pathway",199,8,0.0274413664359528,"KEGGPath"
"534","L10_int","46","turquoise","path:gga04520","Adherens junction",69,4,0.035440550048204,"KEGGPath"
"535","L10_int","46","turquoise","path:gga00340","Histidine metabolism",17,2,0.0366165799950576,"KEGGPath"
"536","L10_int","47","violet",NA,"Salmonella infection",221,5,7.39273199256153e-05,NA
"537","L10_int","48","white","path:gga04350","TGF-beta signaling pathway",86,3,0.000945156334017368,"KEGGPath"
"538","L10_int","48","white","path:gga04340","Hedgehog signaling pathway",47,2,0.0050317286327345,"KEGGPath"
"539","L10_int","48","white","path:gga04115","p53 signaling pathway",64,2,0.00916297025935447,"KEGGPath"
"540","L10_int","48","white","path:gga04310","Wnt signaling pathway",134,2,0.03673744865924,"KEGGPath"
"541","L10_int","49","yellow","path:gga01232","Nucleotide metabolism",78,4,0.00236155811678532,"KEGGPath"
"542","L10_int","49","yellow","path:gga00230","Purine metabolism",113,4,0.00881772264911895,"KEGGPath"
"543","L10_int","49","yellow","path:gga00982","Drug metabolism - cytochrome P450",29,2,0.0182223174597281,"KEGGPath"
"544","L10_int","50","yellowgreen",NA,"Glycosphingolipid biosynthesis - lacto and neolacto series",21,1,0.0358642134079203,NA
"545","Poly10_int","1","black","path:gga01232","Nucleotide metabolism",78,4,0.00368392108833336,"KEGGPath"
"546","Poly10_int","1","black","path:gga00220","Arginine biosynthesis",17,2,0.00818676645404344,"KEGGPath"
"547","Poly10_int","1","black","path:gga01230","Biosynthesis of amino acids",58,3,0.0115891641579329,"KEGGPath"
"548","Poly10_int","1","black","path:gga00230","Purine metabolism",115,4,0.014224897380416,"KEGGPath"
"549","Poly10_int","1","black","path:gga00250","Alanine, aspartate and glutamate metabolism",32,2,0.0275969395031985,"KEGGPath"
"550","Poly10_int","2","blue",NA,"Neuroactive ligand-receptor interaction",298,16,9.71327534576949e-06,NA
"551","Poly10_int","3","brown","path:gga04110","Cell cycle",113,23,2.85520893563975e-20,"KEGGPath"
"552","Poly10_int","3","brown","path:gga03030","DNA replication",29,9,1.91241362445444e-10,"KEGGPath"
"553","Poly10_int","3","brown","path:gga04114","Oocyte meiosis",97,13,1.42310045294496e-09,"KEGGPath"
"554","Poly10_int","3","brown","path:gga04914","Progesterone-mediated oocyte maturation",79,9,2.09799590791657e-06,"KEGGPath"
"555","Poly10_int","3","brown","path:gga00240","Pyrimidine metabolism",56,7,1.58526060820786e-05,"KEGGPath"
"556","Poly10_int","3","brown","path:gga03460","Fanconi anemia pathway",48,6,6.52803161673336e-05,"KEGGPath"
"557","Poly10_int","3","brown","path:gga01232","Nucleotide metabolism",78,7,0.000137886890557331,"KEGGPath"
"558","Poly10_int","3","brown","path:gga03430","Mismatch repair",19,4,0.000142623247078406,"KEGGPath"
"559","Poly10_int","3","brown","path:gga04115","p53 signaling pathway",63,6,0.000301648583285443,"KEGGPath"
"560","Poly10_int","3","brown","path:gga04217","Necroptosis",109,6,0.00518411454079974,"KEGGPath"
"561","Poly10_int","3","brown","path:gga00983","Drug metabolism - other enzymes",54,4,0.00783001159360091,"KEGGPath"
"562","Poly10_int","3","brown","path:gga04120","Ubiquitin mediated proteolysis",128,6,0.0110821862197076,"KEGGPath"
"563","Poly10_int","3","brown","path:gga04218","Cellular senescence",133,6,0.0132058952591088,"KEGGPath"
"564","Poly10_int","3","brown","path:gga03440","Homologous recombination",36,3,0.0152755710914848,"KEGGPath"
"565","Poly10_int","3","brown","path:gga03420","Nucleotide excision repair",37,3,0.0164486572825262,"KEGGPath"
"566","Poly10_int","3","brown","path:gga04210","Apoptosis",116,5,0.0273045527293915,"KEGGPath"
"567","Poly10_int","3","brown","path:gga04540","Gap junction",79,4,0.0281480044481162,"KEGGPath"
"568","Poly10_int","4","cyan","path:gga04540","Gap junction",79,2,0.0245431625610263,"KEGGPath"
"569","Poly10_int","4","cyan","path:gga04912","GnRH signaling pathway",79,2,0.0245431625610263,"KEGGPath"
"570","Poly10_int","4","cyan","path:gga04916","Melanogenesis",88,2,0.0299702819060575,"KEGGPath"
"571","Poly10_int","4","cyan","path:gga04270","Vascular smooth muscle contraction",110,2,0.0449971059351682,"KEGGPath"
"572","Poly10_int","4","cyan","path:gga04371","Apelin signaling pathway",113,2,0.0472247533201634,"KEGGPath"
"573","Poly10_int","5","green","path:gga03010","Ribosome",115,45,3.67632540893461e-56,"KEGGPath"
"574","Poly10_int","5","green","path:gga04540","Gap junction",79,4,0.0198182198083033,"KEGGPath"
"575","Poly10_int","5","green","path:gga04310","Wnt signaling pathway",137,5,0.0338614424672519,"KEGGPath"
"576","Poly10_int","5","green","path:gga03264","Virion - Flavivirus",3,1,0.0386938217561663,"KEGGPath"
"577","Poly10_int","5","green","path:gga04810","Regulation of actin cytoskeleton",192,6,0.0403113917128182,"KEGGPath"
"578","Poly10_int","6","greenyellow",NA,"Cell adhesion molecules",108,3,0.0157518430167424,NA
"579","Poly10_int","7","grey60","path:gga04514","Cell adhesion molecules",108,3,0.0017962137831846,"KEGGPath"
"580","Poly10_int","7","grey60","path:gga00730","Thiamine metabolism",12,1,0.0267135523979926,"KEGGPath"
"581","Poly10_int","7","grey60","path:gga04080","Neuroactive ligand-receptor interaction",298,3,0.0288469707675173,"KEGGPath"
"582","Poly10_int","8","lightcyan","path:gga04012","ErbB signaling pathway",76,2,0.0142746469058543,"KEGGPath"
"583","Poly10_int","8","lightcyan","path:gga04080","Neuroactive ligand-receptor interaction",298,3,0.0341156965195638,"KEGGPath"
"584","Poly10_int","8","lightcyan","path:gga04261","Adrenergic signaling in cardiomyocytes",123,2,0.0350491362403923,"KEGGPath"
"585","Poly10_int","9","lightgreen","path:gga00590","Arachidonic acid metabolism",41,2,0.00332353895571284,"KEGGPath"
"586","Poly10_int","9","lightgreen","path:gga00860","Porphyrin metabolism",22,1,0.0452878871097324,"KEGGPath"
"587","Poly10_int","10","lightyellow",NA,"Virion - Adenovirus",3,1,0.00427478047795138,NA
"588","Poly10_int","11","magenta","path:gga04010","MAPK signaling pathway",244,7,0.00226696446134591,"KEGGPath"
"589","Poly10_int","11","magenta","path:gga04370","VEGF signaling pathway",55,3,0.00790675917200502,"KEGGPath"
"590","Poly10_int","11","magenta","path:gga04510","Focal adhesion",173,4,0.0400118549793837,"KEGGPath"
"591","Poly10_int","11","magenta","path:gga04514","Cell adhesion molecules",108,3,0.0464967679274059,"KEGGPath"
"592","Poly10_int","11","magenta","path:gga04270","Vascular smooth muscle contraction",110,3,0.0486414995908249,"KEGGPath"
"593","Poly10_int","12","midnightblue","path:gga00430","Taurine and hypotaurine metabolism",13,2,0.000606391359634821,"KEGGPath"
"594","Poly10_int","12","midnightblue","path:gga00650","Butanoate metabolism",21,2,0.00160925410057384,"KEGGPath"
"595","Poly10_int","12","midnightblue","path:gga00410","beta-Alanine metabolism",25,2,0.00228246055229603,"KEGGPath"
"596","Poly10_int","12","midnightblue","path:gga00250","Alanine, aspartate and glutamate metabolism",32,2,0.00372651720432512,"KEGGPath"
"597","Poly10_int","12","midnightblue","path:gga04080","Neuroactive ligand-receptor interaction",298,4,0.00997396609173776,"KEGGPath"
"598","Poly10_int","12","midnightblue","path:gga03265","Virion - Lyssavirus",4,1,0.01136734531189,"KEGGPath"
"599","Poly10_int","12","midnightblue","path:gga04514","Cell adhesion molecules",108,2,0.0379096104964832,"KEGGPath"
"600","Poly10_int","12","midnightblue","path:gga00533","Glycosaminoglycan biosynthesis - keratan sulfate",14,1,0.0392380609410801,"KEGGPath"
"601","Poly10_int","12","midnightblue","path:gga04744","Phototransduction",15,1,0.0419826823276565,"KEGGPath"
"602","Poly10_int","13","pink","path:gga04261","Adrenergic signaling in cardiomyocytes",123,8,8.41131667145294e-06,"KEGGPath"
"603","Poly10_int","13","pink","path:gga04260","Cardiac muscle contraction",60,6,1.01683082741086e-05,"KEGGPath"
"604","Poly10_int","13","pink","path:gga04020","Calcium signaling pathway",204,9,5.11114791807984e-05,"KEGGPath"
"605","Poly10_int","13","pink","path:gga04010","MAPK signaling pathway",244,7,0.00430149877021397,"KEGGPath"
"606","Poly10_int","13","pink","path:gga04540","Gap junction",79,3,0.0282169446070249,"KEGGPath"
"607","Poly10_int","13","pink","path:gga04625","C-type lectin receptor signaling pathway",82,3,0.0310430693951877,"KEGGPath"
"608","Poly10_int","13","pink","path:gga03266","Virion - Herpesvirus",4,1,0.0329324048930795,"KEGGPath"
"609","Poly10_int","13","pink","path:gga04080","Neuroactive ligand-receptor interaction",298,6,0.0384250572523506,"KEGGPath"
"610","Poly10_int","13","pink","path:gga04114","Oocyte meiosis",97,3,0.0473018822758967,"KEGGPath"
"611","Poly10_int","14","purple","path:gga04310","Wnt signaling pathway",137,6,6.89140922692055e-05,"KEGGPath"
"612","Poly10_int","14","purple","path:gga04916","Melanogenesis",88,3,0.0102594695839846,"KEGGPath"
"613","Poly10_int","14","purple","path:gga04150","mTOR signaling pathway",137,3,0.0328740280038166,"KEGGPath"
"614","Poly10_int","14","purple","path:gga04512","ECM-receptor interaction",68,2,0.047170460073531,"KEGGPath"
"615","Poly10_int","15","red","path:gga04625","C-type lectin receptor signaling pathway",82,5,0.00357202491587646,"KEGGPath"
"616","Poly10_int","15","red","path:gga04370","VEGF signaling pathway",55,4,0.0048466042499544,"KEGGPath"
"617","Poly10_int","15","red","path:gga04020","Calcium signaling pathway",204,7,0.0140315100634384,"KEGGPath"
"618","Poly10_int","15","red","path:gga04012","ErbB signaling pathway",76,4,0.0149167058745805,"KEGGPath"
"619","Poly10_int","15","red","path:gga04540","Gap junction",79,4,0.0169778215017109,"KEGGPath"
"620","Poly10_int","15","red","path:gga04912","GnRH signaling pathway",79,4,0.0169778215017109,"KEGGPath"
"621","Poly10_int","15","red","path:gga04261","Adrenergic signaling in cardiomyocytes",123,5,0.0188714401582169,"KEGGPath"
"622","Poly10_int","15","red","path:gga05132","Salmonella infection",220,7,0.0203750059336076,"KEGGPath"
"623","Poly10_int","15","red","path:gga04145","Phagosome",126,5,0.0207119494544093,"KEGGPath"
"624","Poly10_int","15","red","path:gga04916","Melanogenesis",88,4,0.0241941774911188,"KEGGPath"
"625","Poly10_int","15","red","path:gga04010","MAPK signaling pathway",244,7,0.0332772133535249,"KEGGPath"
"626","Poly10_int","16","salmon","path:gga00512","Mucin type O-glycan biosynthesis",29,2,0.00275576764503446,"KEGGPath"
"627","Poly10_int","16","salmon","path:gga04080","Neuroactive ligand-receptor interaction",298,4,0.00824109348497668,"KEGGPath"
"628","Poly10_int","16","salmon","path:gga00603","Glycosphingolipid biosynthesis - globo and isoglobo series",12,1,0.0319771163657081,"KEGGPath"
"629","Poly10_int","16","salmon","path:gga00360","Phenylalanine metabolism",12,1,0.0319771163657081,"KEGGPath"
"630","Poly10_int","16","salmon","path:gga00604","Glycosphingolipid biosynthesis - ganglio series",13,1,0.0345965408854644,"KEGGPath"
"631","Poly10_int","16","salmon","path:gga00533","Glycosaminoglycan biosynthesis - keratan sulfate",14,1,0.0372090737373113,"KEGGPath"
"632","Poly10_int","16","salmon","path:gga00340","Histidine metabolism",18,1,0.0475906401136655,"KEGGPath"
"633","Poly10_int","17","tan","path:gga00030","Pentose phosphate pathway",25,2,0.00278263334128685,"KEGGPath"
"634","Poly10_int","17","tan","path:gga00051","Fructose and mannose metabolism",34,2,0.00511096314754987,"KEGGPath"
"635","Poly10_int","17","tan","path:gga00010","Glycolysis / Gluconeogenesis",48,2,0.00999428483960817,"KEGGPath"
"636","Poly10_int","17","tan","path:gga01232","Nucleotide metabolism",78,2,0.0250721648830928,"KEGGPath"
"637","Poly10_int","17","tan","path:gga04540","Gap junction",79,2,0.0256726540054385,"KEGGPath"
"638","Poly10_int","17","tan","path:gga01200","Carbon metabolism",95,2,0.0360500772871459,"KEGGPath"
"639","Poly10_int","17","tan","path:gga00910","Nitrogen metabolism",14,1,0.0432841293196702,"KEGGPath"
"640","Poly10_int","18","turquoise","path:gga04512","ECM-receptor interaction",68,21,5.91376826751339e-11,"KEGGPath"
"641","Poly10_int","18","turquoise","path:gga04510","Focal adhesion",173,27,1.16296478780886e-06,"KEGGPath"
"642","Poly10_int","18","turquoise","path:gga00100","Steroid biosynthesis",15,7,7.22938454053978e-06,"KEGGPath"
"643","Poly10_int","18","turquoise","path:gga04350","TGF-beta signaling pathway",86,16,1.9115677732008e-05,"KEGGPath"
"644","Poly10_int","18","turquoise","path:gga04330","Notch signaling pathway",52,11,0.000114475307361824,"KEGGPath"
"645","Poly10_int","18","turquoise","path:gga04310","Wnt signaling pathway",137,18,0.000622361392915952,"KEGGPath"
"646","Poly10_int","18","turquoise","path:gga04514","Cell adhesion molecules",108,15,0.000969088750482323,"KEGGPath"
"647","Poly10_int","18","turquoise","path:gga00480","Glutathione metabolism",47,9,0.00102363653052036,"KEGGPath"
"648","Poly10_int","18","turquoise","path:gga04340","Hedgehog signaling pathway",47,9,0.00102363653052036,"KEGGPath"
"649","Poly10_int","18","turquoise","path:gga03320","PPAR signaling pathway",57,10,0.00111489815146161,"KEGGPath"
"650","Poly10_int","18","turquoise","path:gga04810","Regulation of actin cytoskeleton",192,21,0.00250541173413477,"KEGGPath"
"651","Poly10_int","18","turquoise","path:gga00500","Starch and sucrose metabolism",27,6,0.00323419364450071,"KEGGPath"
"652","Poly10_int","18","turquoise","path:gga00010","Glycolysis / Gluconeogenesis",48,8,0.00476563563880651,"KEGGPath"
"653","Poly10_int","18","turquoise","path:gga00982","Drug metabolism - cytochrome P450",30,6,0.0056248054788429,"KEGGPath"
"654","Poly10_int","18","turquoise","path:gga00980","Metabolism of xenobiotics by cytochrome P450",31,6,0.00665156720874443,"KEGGPath"
"655","Poly10_int","18","turquoise","path:gga00983","Drug metabolism - other enzymes",54,8,0.00979797678236156,"KEGGPath"
"656","Poly10_int","18","turquoise","path:gga01100","Metabolic pathways",1270,90,0.0105844015586998,"KEGGPath"
"657","Poly10_int","18","turquoise","path:gga01040","Biosynthesis of unsaturated fatty acids",27,5,0.0156361252618827,"KEGGPath"
"658","Poly10_int","18","turquoise","path:gga00600","Sphingolipid metabolism",48,7,0.0165840831402361,"KEGGPath"
"659","Poly10_int","18","turquoise","path:gga00232","Caffeine metabolism",4,2,0.0173905865406405,"KEGGPath"
"660","Poly10_int","18","turquoise","path:gga00900","Terpenoid backbone biosynthesis",19,4,0.0192146129847989,"KEGGPath"
"661","Poly10_int","18","turquoise","path:gga01212","Fatty acid metabolism",50,7,0.0204460872845501,"KEGGPath"
"662","Poly10_int","18","turquoise","path:gga04060","Cytokine-cytokine receptor interaction",151,15,0.0219515340933001,"KEGGPath"
"663","Poly10_int","18","turquoise","path:gga00524","Neomycin, kanamycin and gentamicin biosynthesis",5,2,0.0279163178385585,"KEGGPath"
"664","Poly10_int","18","turquoise","path:gga00250","Alanine, aspartate and glutamate metabolism",32,5,0.0310364909746093,"KEGGPath"
"665","Poly10_int","18","turquoise","path:gga04540","Gap junction",79,9,0.0318352205679512,"KEGGPath"
"666","Poly10_int","18","turquoise","path:gga00051","Fructose and mannose metabolism",34,5,0.0391623099904504,"KEGGPath"
"667","Poly10_int","18","turquoise","path:gga00052","Galactose metabolism",34,5,0.0391623099904504,"KEGGPath"
"668","Poly10_int","18","turquoise","path:gga01230","Biosynthesis of amino acids",58,7,0.0420814696482471,"KEGGPath"
"669","Poly10_int","19","yellow","path:gga04512","ECM-receptor interaction",68,9,3.86256824140136e-07,"KEGGPath"
"670","Poly10_int","19","yellow","path:gga04510","Focal adhesion",173,13,8.54530029422609e-07,"KEGGPath"
"671","Poly10_int","19","yellow","path:gga04270","Vascular smooth muscle contraction",110,9,2.20663969936843e-05,"KEGGPath"
"672","Poly10_int","19","yellow","path:gga04520","Adherens junction",69,4,0.0154677649775915,"KEGGPath"
"673","Poly10_int","19","yellow","path:gga04810","Regulation of actin cytoskeleton",192,7,0.0178022115194637,"KEGGPath"
"674","Poly10_int","19","yellow","path:gga04010","MAPK signaling pathway",244,8,0.0207524623973696,"KEGGPath"
"675","Poly10_int","19","yellow","path:gga04020","Calcium signaling pathway",204,7,0.0238936544062549,"KEGGPath"
